Query
Как сделать, чтобы счёт на оплату с этого профиля был на юридическое лицо?
Почему до сих пор приходят письма, хотя отписана давно. Данная тема не интересна.
Здравствуйте где можно посмотреть план всех проверок генеральной прокуратуры по инн на 2024
невозможно работать в вашей системе. подключается куча специалистов и вопрос нужно озвучивать каждому
Добрый день. Подскажите где я могу посмотреть договор заключенный между Вами и мной
Добрый день! Ваша рассылка раздражает!!! Можете уничтожить мой адрес из своей базы? gasanov@sivik.ru
как передать из казны муниципальной автономной организации имущество для осуществления приносящей доход деятельности
Добрый день! Отправьте, пожалуйста, сюда ответ на вопрос №[4058252], вкладка Письменно не загружается
Здравствуйте. У меня по телефону запросили паспорт, диплом - выслать сканы. Это правильно?
Здравствуйте, скажите пожалуйста изменение стоимости земельного участка в сторону уменьшения какой проводкой проводится?
Добрый день! подскажите пожалуйста где можно найти своё удостоверение в электронном в виде?
Написано, что нет активных рассылок, но письма всё равно приходят и менеджеры звонят.
Здравствуйте! ООО ПИОН СПб, не удается подключиться к ЭДО для получения оригиналов документов
Добрый день, меня зовут Леона Дарья. прошу удалить мой аккаунт с вашего сайта
АП/40060975 от 30.11.2023г. И сегодня заказывала Акт сверки - там тоже старый адрес.
Я приобретали обучение как физическое лицо, можно хотя бы этот момент понимать чётко.
Добрый день! Не отображаются списки продуктов , просит код активации, где его взять?
Добрый день, подскажите, обещали выслать сертификат об окончании курса, так и не получила
Какую группу по электробезопасности необходимо присвоить работникам осуществляющую свою деятельность на производственном оборудовании.
Здравствуйте. Пытаюсь подключить к ЭДО фирму, но все время выдает ошибку на сервере
Добрый день скажите пожалуйста как можно переключить лицензию с Дувакиной Е. Сатдинову З.?
Здравствуйте!, указана не верная дата рождения, при смене данных указано на ошибку сохранения
Добрый день! Подскажите, пжл, где можно задать вопрос по корпоративному праву (избрание ЕИО)?
Здравствуйте. Мне прислали код. он не подходит. Уже активирован ранее на другой логин
Здравствуйте, что делать, если мне нет 18 лет, но тестирование я уже прошла?
Здравствуйте! Ваше обращение ##29510627## по теме «4.1 Вопрос про доступ к продукту» зарегистрировано
удалите мой профиль. zak.grigory@yandex.ru. я его не делал и он мне не нужен
Доброе утро. Пришлите, пожалуйста, закрывающие документы за 2021, 2022 и 2023год по ЭДО.
Постановление 521-орг от 09.12.2009 . Приказ Министерства здравоохранения Красноярского края 76-н от 28.12.23.
Добрый день. Документы прошли проверку. Доступ к обучению не доступен.??? Как начать обучаться
уже несколько раз отписалась от рассылки и всё равно шлёте! Отпишите меня, пожалуйста!
скачать бланк декларации по налогу на прибыль - бланк 2024 года для заполнения
Добрый день! Отписалась от рассылки более двух недель назад, а письмо постоянно приходят
Добрый день. Не получается протестироваться на семинар по воинскому учету. Не пришла ссылка
Добрый день,оплатила курс по сестринскому делу в онкологии,18.01.2024,хотела уточнить когда прийдет код доступа?
Добрый день! Просим прислать Договор №498412581 от 11.01.2024 по ЭДО (СБИС) ИНН 6229073994
Здравствуйте. Как удалить аккаут и поможет ли это избавиться от вашего постоянного спама?
Добрый день. Пришлите пожалуйста ссылку на телеграмм-чат для обучения по программе аналитик данных.
г Санкт-Петербург, наб Канала Грибоедова, д 30-32 литера А, офис 3066 правильный адрес
требования к дисциплине и правила поведения в школе к 273 закону об образовании
добрый день. мне нужны документы для получения налогового вычета по расходам на обучение
Валентина, я не могу войти. Вы действительно изменили всё, что я просила сделать?
добрый день, прошу отписать мой адрес от. всех, от всех без исключения! рассылок: brash@raduga4.ru
Добрый день. Подскажите сколько будет стоить Кадровое дело, с учетом уже имеющихся подписок
Здравствуйте! не могу найти свои курсы в НМО? взяла Школу сестринского дела. Практика
"Добрый день! Не могу войти в сервис ""Проверка контрагентов для юриста"". Что делать?"
Добрый день! Заполнила данные в личном кабинете. нажимаю на сохранить, ничего не меняется.
В закрывающих документах везде неправильный адрес и в адресе доставки тоже старый адрес
возврат МЗ из личного пользования от сотрудника , счет 27.02. Каким документом сделать?
КАК ПЕРЕДАТЬ ОС В ИМУЩЕСТВО КАЗНЫ, ЕСЛИ ОНО НА УЧЕТЕ НА СЧЕТЕ 21?
Добрый день! Подскажите, пожалуйста, как мне заполнить адрес организации, чтобы получить оригиналы документов?
Когда вы меня отпишете от рассылок и удалите мой адрес? Сделайте это пожалуйста!!!
Здравствуйте, подскажите пожалуйста как их мне не хватает документов.? Гробова Евгения Федоровна. Омск
Неоднократно отписывалась от рассылок, однако продолжают приходить письма.Вновь прошу не присылать мне НИЧЕГО!
Добрый день. Куда я могу обратиться для получения документов для налогвого вычета? (справка,договор,чек)
Добрый вечер. Подскажите пожалуйста, как мне баллы полученные на актионе, перевести в НМО?
почему мне не зачисляются баллы за пройденные учебы в актеон на портал МНО
ДОБРЫЙ ВЕЧЕР. НЕ МОГУ ПОПАСТЬ В ЛИЧНЫЙ КАБИНЕТ, ЧТОБЫ ЗАГРУЗИТЬ ДОКУМЕНТЫ ДЛЯ ОБУЧЕНИЯ
Прошла итоговый тест, но программа пишет, что доступ закончен, хотя он до 21.02
Здравствуйте,что делать в том случае,если время прохождения теста окончено,но тест не решен полностью?
Добрый вечер, не подтверждается номер телефона, пишет указана неверная почта при попытке сменить
Здравствуйте, скажите пожалуйста, почему у меня не отображается сертификат, хотя я прошёл курс?
Добрый день, подскажите как подключить 2-го пользователя в программу. у нас не получается
Добрый день, не могу сохранить адрес доставки печатных форм, пишет ошибка сохранения данных
Как проверить будущего подрядчика скиньте пожалуйста чек лист для проверки на стадии предквалификации
скачать положение об оплате лиц, исполняющих обязанности по техническому обеспечению деятельности администрации поселения
Здравствуйте, после прохождения обучения информация не появляется в паспорте навыков, что необходимо сделать?
Хочу удалить свои данные с вашего сайта. Отзываю согласие на обработку персональных данных
Прошу удалить все рассылки по закупкам. НЕ НУЖНЫ И НЕ ИНТЕРЕСНЫ. НАЗОЙЛИВОСТЬ НЕВЫНОСИМАЯ
Я отписался много лет назад от всех ваших рассылок но они продолжают приходить
Здравствуйте, почему когда пытаюсь активировать код доступа выходит ошибка, что код уже зарегистрирован?
Доброе утро! Моим коллегам приходят приглашения на курсы. Они обязательны к прохождению?Они платные?
Из всего списка пришли 36 зет только за психоактивные вещества. Остального ничего нет.
добрый день, нужна инструкция по охране труда для прораба. Где ее можно найти
Добрый день, случайно создала и вела два профиля - есть возможность объединить профили?
Меня интересует обслуживание медицинской техники. И конечно в ответе ссылка на нормы закона.
"ООО ""РЕПОСТ"" оплачен доступ к системе Главбух на 2024 год, как его активировать?"
Добрый день. Не могу подтвердить свой номер телефона, пишет пошло что-то не так
Договор нужен в оригинале, не по ЭДО, т.к. дата подписания уже не подойдет.
Добрый день. Не работает доступ в личный кабинет. Прошу специалиста перезвонить мне: 8-965-329-07-37
Добрый день. Мне не один журнал не дошел по почте, почему так долго
658210, Россия, Алтайский край, г. Рубцовск, а/я 10 это мой адрес для доставки
добрый день. Помогите составить график оценочных процедур на 2 полугодие 2023-2024 учебного года
Приветствую Вас!) Скажите пожалст, где могу ознакомиться с вариантами подписки на журнал?! Спасибо!
Каждый из редукторов стоимостью более 3-х млн руб. Это ОС или же МПЗ?
Здравствуйте. Кто должен подписывать трудовой договор и приказ о назначении генерального директора ООО?
добрый день. вы не могли бы дать календарь сдачи отчетности в 2024 году
Добрый день! Адрес не изменен. Когда я нажимаю заказать оригинал, показывает старый адрес.
Подскажите как правильно посчитать аванс в январе 2024 года если у сотрудника МРОТ
Добрый день! Подскажите куда пропала система Главбух? не вижу у себя в продуктах
добрый день, не получается добавить сотрудника, пишет, что номер привязан к другому аккаунту
облагается ли НДС простой автотранспорта на погрузке/выгрузке товара, при осуществлении услуги автодоставки груза?
Добрый день! Хотелось бы проконсультироваться по работе Онлайн-помощника. Для каждого раздела он свой?
Добрый день, прошу исправить в УПД от 29.12.2023г. № АП/40113807 КПП на 234645001
здравствуйте как я могу начать обучение по первой медицинской помощи? воспитателю детского сада
Добрый день, можно ли запросить УПД на оплаченную сумму 12999р по образовательной услуге
у нас все согласовано с министерством образования мне нужны проводки как закрывать 401.49
Добрый вечер! Можно ли отнести принтер к малоценному оборудованию, если стоимость его 35т.?
Подскажите ИП на УСН аренда может от арендаторов принимать наличку без ККМ ?
добрый день как так хочу профиль редактировать а пишет Адрес эл. почты неверный
Добрый день! Нам не поступили документы АП/39950882 от 21.09.23, как можно получить скан?
сориентируйте, когда будет закрыта группа? и вы сможете мне просто отправить скан диплома?
Добрый вечер.Не могу войти на сайт Сменила пароль.Картина та же:не соответствует пароль.Что делать?
Я его вносил цифрами в поле. Его нужно обязательно загрузить в виде скана?
Добрый день. Как получить договор и квитанцию об оплате для оформления налогового вычета?
Здравствуйте! почему я не могу активировать код доступа для начала обучения? Обучение оплачено.
Здравствуйте. Прошу убрать мою почту vincio@yandex.ru из всех рассылок. Неактуально. Засоряете мне почту
Доброго времени суток! Пожалуйста, не присылайте никакие рассылки. Я уже давно не работаю.
Здравствуйте. В конце 2023 года прошла обучение. Скажите пожалуйста каким числом будет диплом?
"Добрый день! В разделе ""Мои документы"" с декабря 2023 года документы не приняты."
Доброе утро! Подскажите, возможен ли вход в систему с другого компьютера по логину/паролю?
Доброе утро, подскажите пожалуйста, почему 144 ЗЕТ не переходят в НМО цикл 01.09.2023-31.10.2023
прошу вас больше не присылать мне ваши рассылки, я давно отписалась от вас
Добрый день! Уже писала. что не могу прочесть УНП. Не помню код активации
Добрый день, подскажите пожалуйста, какие разделы должен содержать контракт, заключаемый по 44 ФЗ?
Добрый день! Мне не пришли номер 23 и номер 24 за 2023 год
Добрый день. Где нужно указать фактический адрес организации, чтобы заказать оригинал закрывающих документов?
Добрый день. Обновили комп. Не могу зайти в журнал. Логин и пароль ввела.
Доброе утро! Подскажите, возможен ли вход в систему с другого компьютера по логину/паролю?
"Добрый день! В разделе ""Мои документы"" с декабря 2023 года документы не приняты."
Добрый день, не могу сохранить адрес доставки печатных форм, пишет ошибка сохранения данных
Здравствуйте, журнал не пришел № 01/2024г. у вас на сайте написано что доставлено
Здравствуйте, после прохождения обучения информация не появляется в паспорте навыков, что необходимо сделать?
Здравствуйте, после прохождения обучения информация не появляется в паспорте навыков, что необходимо сделать?
Добрый день! Подскажите, пожалуйста, как мне заполнить адрес организации, чтобы получить оригиналы документов?
здравствуйте. какими проводками оформить недофинансирование бюджетного учреждения, если запланировано одна сумма а зафинансировали меньше??
Здравствуйте, хочу пройти курсы и тесты по го, чс, ато, что для этого нужно?
Добрый день я забыла пароль и не могу понять где я могу его изменить
Добрый день! Зачем на почту присылают письмо о предоставлении доступа, а доступа никакого нет?
Добрый день не могу перейти в университет с этого сайта https://id2.action-media.ru/. Куда нужно зайти?
Здравствуйте, не могу привязать профиль к номеру телефона , ссылка на почту не приходит
Добрый день. Просьба отправить по ЭДО документы компании БАТИ ЛОСИНО от сентября 2023 года
не открывается система главной медсестры. при попытках активировать демо версию, пишет что уже активирована.
Добрый день! Не получается зайти по коду доступа, пишет, что код активирован на другой логин.
Добрый день. Я загрузила всё что смогла и всё, что есть. А результата нет!.
а пеня будет из за изменения сумм УСН ., т.к. теперь будет недоплата ?
добрый день. подскажите, если обучение пройдено и получен сертификат, вернуться уже в него нельзя?
Прошу отписать меня от рассылок ВСЕХ! Я неоднократно,просила это сделать,но до сих пор приходят
Добрый день! Изменился адрес доставки документов. новый адрес г.Луганск ул. Артёма, 183, индекс 291002
Здравствуйте ! Не могу начать обучение по оказанию первой помощи пострадавшим на предприятии.Как быть?
Добрый день))) Подскажите, пожалуйста, не могу распечатать договор и заявление, все остальные документы загружены.
Добрый день! Не получается ввести нового сотрудника, Система на два пользователя. Электронная почта одна.
Добрый день. По СУБЛИЦЕНЗИОННому ДОГОВОРу №ГС-23040145 от 18 апреля 2023 года вышлите, пожалуйста, закрывающие документы
Добрый день! Письма приходят дольше двух недель, просьба отписать меня от всех рассылок актиона
Добрый день, подскажите пожалуйста можно ли приобретать нематериальный актив по КФО 4 бюджетному учреждению?
здравствуйте! по договору 497458198 необходимо заполнить документы, чтобы распечатать - когда ожидать? можете подсказать?
"Доброе утро! Первый рабочий день. Прошу выполнить продление предоплаченного доступа к электронному журналу ""Ю"
Здравствуйте, по какой строке в ОДДС отразить сумму обеспечительного платежа по налогу на сверхприбыль?
Добрый день! Получила диплом по обучнию ГО и ЧС, не прислали договор и акты?
Здравствуйте, мне нужна тактика ведения детским эндокринологом пациентов после двустороннего удаления яичек. Применение ХГЧ.
День добрый. Отпишите меня от рассылок. Уже год -полтора пытаюсь. Неполучаеться отписаться почта: vltnv@yandex.ru
Здравствуйте. На почту не приходят номера главбух. Подскажите, пожалуйста, где в рассылке добавить галочку
Добрый день!Рабочий стол бухгалтера для меня не доступен? Надо что то платить для доступа?
Здравствуйте. Отпишите меня от ваших рассылок, я не медик и мне это не интересно
Добрый день, есть ли какая-нибудь статья как правильно наладить работу бухгалтерии и отдела закупок?
письма приходят дольше двух недель после отписки, прошу удалить адрес info@fasad196.ru из базы рассылок
"Нужен УПДАП/39958041 от 27 сент. 2023 ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИУМФ"" по ЭДО через Контур"
добрый день! Не вижу купленных продуктов, нет доступа. У меня куплена система главбух вип-версия
Я уже задавала вопрос по зетам, до сих пор нет ни ответа, ни зетов
Есть. До сих пор код не пришел. В течение какого времени он будет направлен?
Добрый день! Как можно подписать один общий договор. Чтоб сделать налоговый вычет за обучение?
Добрый день. Подскажите, пожалуйста, можно ли заходить с разных устройств по одному коду активации?
"Здравствуйте! Не получили журнал ""Генеральный директор"" за декабрь 2023 год. АО ""Моторавто"" (ИНН 4345081311)"
А как синхронизировать ваш сайт с приложением НМФО? У меня там совсем нет баллов
добрый день, перехожу из эл.письма по ссылке, попадаю в личный кабинет, как найти курсы?
Здравствуйте. Можно ли у вас скачать удостоверение о повышении квалификации с февраля 2023 г
Добрый день. Был оплачен счет на подписку №Т №495935937-A058 от 27.12.2023. Как активировать подписку?
Может ли сотрудник получать пособие по уходу за ребенком до полутора лет и пенси?
так мы и хотим оплатить в январе и сделать вычет в январе по ним
Добрый вечер! Подскажите пожалуйста, у кого я могу запросить реквизиты для оплаты электронной системы?
Прежде, чем оценивать ваш предыдущий ответ, объясните, как активировать код, который пришел на почту
В личном кабинете требуют загрузить документы, было все загружено и подписано договор заявление согласие
Здравствуйте! Нужно ли в 2024г. складывать базы по зарплате и дивидендам для исчисления ндфл?
здравствуйте, прошу продлить срок обучения по программе Аналитик данных для бухгалтера до 30.04.204. спасибо
Добрый день! подскажите срок уплаты ЕПН для ИП УСН 6 % за 4-ый кв.2023?
"Оплачивала счет на подписку №911230811-26-Р002-18020519 от 29.12.2023г. (ООО ""Эстел"") Просьба открыть доступ к журналу."
Добрый день! Подскажите пожалуйста как правильно перевести сотрудника с полной ставки на 0,5 временно
Доброе утро. Организация ИП Федоров А.Д. больше года прекратила деятельность. Прошу не присылать рассылки.
Здравствуйте! Подскажите пожалуйста, дальнейшие действия, если Поставщик не оплачивает неустойку, игнорирует ответ на претензию
Без его подтверждения можем ли мы списать, если сумма неустойки меньше %5 от НМЦК.
Здравствуйте. Я сдал на 2 гр по электробезопасности. Прошу выслать удостоверение на скан- юго-восток.
Здравствуйте! Я отписалась от рассылок Главбух контрагенты, но письма приходят. Можно не присылать больше
доброе утро . приходят доступы к разделу кадры, но не работает ссылка для допуска
"Оплачивала счет на подписку №911230811-26-Р002-18020519 от 29.12.2023г. (ООО ""Эстел"") Просьба открыть доступ к журналу."
почему до настоящего времени в системе юрист компании нет ответа на вопрос № 4041824?
Здравствуйте. Можно ли совместителю работать, если он находится в отпуске на основном месте работы?
Здравствуйте. Не высвечивается в активных купленный ранее продукт, не могу пользоваться журналом. договор прикрепляю.
добрый день. Подскажите, какие приказы и распоряжения по ОТ должны быть у руководителя? Спасибо
Здраствуйте, при нашей подписке, нам что не доступен помощник по КВД, КВР и КОСГУ?
Добрый день.Подскажите, пожалуйста, куда пропала и как найти вкладку, где необходимо прикрепить сканы документов?
В личном кабинете требуют загрузить документы, было все загружено и подписано договор заявление согласие
Добрый день. Нажимаю сохранить профиль, ошибка сохранения. А в чем ошибка, я не вижу
Добрый день. Прошу вас отправить мои документы в почтовое отделение Почтовое отделение № 108852
мне нужен перечень документов для аккредитации врачебной деятельности . для продления сертификата врача оториноларинголога
Спасибо большое за информацию, а уже не работаю и не хочу больше получать письма
Я понимаю, но в данном случае какой КВР и КОСГУ - 831 / 297?
нужно ли сообщать о прекращении с сотрудником договора ГПХ и подписании нового договора ГПХ
Здравствуйте! не Могу войти в журнал Арбитражная практика. можете мне помочь устранить эту проблему?
Добрый день. Звонила по поводу продления учебный программы, ответ до стх пор не пришёл.
скажите пожалуйста какие коды в уведомлениях о начисленных НДФЛ в 2024 году надо указывать
здравствуйте! прошёл курс обучения. подскажите, кто у меня менеджер? и как с ним связаться?
Здравствуйте! У меня нет ни одного продукта для обучения, что нужно сделать для этого?
Здравствуйте! До новогодних праздников я загрузил личные документы для обучения.Как узнать все ли хорошо
Здравствуйте! Какие инструктажи по охране труда нужно провести работнику при переводе на новую должность?
Добрый день! Почему запрещено скачивание выписки из ЕГРЮЛ? Не могу ни открыть, ни распечатать.
прошу исправить наш адрес: 108811, г.Москва, п. Московский, ул. Адмирала Корнилова, д.61, помещение 9/1
Добрый вечер! Подскажите, пожалуйста, когда и на какой адрес я получу диплом об обучении?
"Здравствуйте, по ошибке зделан заказ на База данных ""Зарплата"". Электронная версия журнала, 6 мес."
Добрый день. Не могу загрузить паспорт и свидетельство о браке. Помогите пожалуйста. Заранее благодарю
Добрый день. Надоело удалять рассылку. Удалите пожалуйста ящик m64770@rambler.ru Больше не работаю в закупках
Добрый день. Почему у меня стоит доступ закончился, хотя есть доступ в академию ре
Здравствуйте, прошли курс по Гос.закупкам, загрузили документы, но их не проверяют. Обучение до 31.12.2023.
Здравствуйте, прошли курс по Гос.закупкам, загрузили документы, но их не проверяют. Обучение до 31.12.2023.
Здравствуйте, прошли курс по Гос.закупкам, загрузили документы, но их не проверяют. Обучение до 31.12.2023.
Добрый день, информацию по документам должны были предоставить от организации. Проверьте у себя пожалуйста
добрый день. Как загрузить документы если на моей странице уже загружены документы другого сотрудника
Здравствуйте! Как переносится с кфо 5 на кфо 4 материальные запасы. Как сделать проводки?
Доброго дня! Подскажите, пожалуйста, где можно взять трек на печатное издание, которое Вы отправили
Добрый день ! Подскажите пожалуйста особенности заполнения СЗВ-стаж в составе ЕФС за 2023 год
"добрый день. в профиле не сохраняется адрес доставки. что делать? пишет ""ошибка сохранения данных"""
адрес доставки документов 357400 г железноводск ул Ленина д 83 для бухгалтерии каб 303
Добрый день! Подскажите пожалуйста, а доступ в Актионе на Сагедиева Рамиля до какого оформлен?
добрый день. Вы могли бы меня соединить с менеджером, который ведет нашу компанию ?
Здравствуйте. Отмените рассылку на электронную почту. Не интересуют и не работаю в этой системе.
Здравствуйте , как оформить займ учредителю , он же ген.директор в свой компании ?
Письма приходят больше двух недель после отключения рассылки. Прошу удалить нас из списков. it@startkid.ru
до сих (на 11.01.2024) не получены номера 23, 24 и счет-фактура за декабрь 2023
Здравствуйте. Мы хотим демо доступ по охране труда и здравохранеие- скажите пожалуйста это возможно?
Здравствуйте! Захожу в личный кабинет, нет доступа к темам. Не заходится в Актион Университет
"Здравствуйте, по ошибке зделан заказ на База данных ""Зарплата"". Электронная версия журнала, 6 мес."
Купили автомобиль по иным целям по КФО 5, можно по нему сделать вычет НДС
"Вы приобрели доступ к ЮСС ""Система Юрист"". Вип-версия. Без НДС. 2 пользователя. 12 мес.."
"Здравствуйте. Уже в течение 10 минут система не загружаетмя по ссылке ""Главное в январе"""
"Добрый день! Прошу отправить оригиналы закрывающих документов для компании ООО ""ТД АмидаТрейд"" на адрес:"
Правовая защита компании – 2024 у меня бесплатный доступ к этой програме на 3 дня
Добрый день! Может ли ИП подать декларацию по УСН в личном кабинете налогоплательщика ИП?
Здравствуйте. Подскажите, пожалуйста, можно печатать свой материал в вашем журнале, что для этого необходимо?
Добрый день! Нужно ли включать директора в отчет рсв, если он не получает зарплату
Здравствуйте. Прошу выслать счета на систему для коммерческих организаций с разными тарифами для рассмотрения.
добрый день. просим связаться с нами по поводу закупки на текущий год 839153 28268
прошу удалить учетную запись next88as@mail.ru, понятия не имею откуда доступ появился (вчера пришло письмо)
добрый день. просим связаться с нами по поводу закупки на текущий год 839153 28268
"Здравствуйте! В разделе ""Сервис"" на проверку документов как мы можем загрузить внутренний документ школы?"
Здравствуйте! перестали приходить на почту рассылка новостей и изменений. В настройке рассылок галочки стоят.
Добрый день! Где могу узнать информацию по отчетам охраны труда, которые требуется сдавать ежегодно?
Добрый день. Возможен один закрывающий документ на счет оферту 495519309 на сумму 52567 руб?
Добрый день! Прошу выслать оригинал договора № 493147096 от 01.11.2023. Если можно, в диадоке
Вчера видела что у меня доступ до 14.01.24, сегодня он уже закончился, как так?
"Добрый день! Прошу подключить АО ""Матчинг Гэлэкси"" к ЭДО через СБИС (Тензор)- выдает ошибку."
Добрый день. Подскажите пожалуйста почему в личном кабинете нашей организации закрывающие документы другой компании?
Здравствуйте. Уже несколько раз ввела номер снилс, но он не сохраняется. Как сохранить его?
Добрый день, не можем зайти в журнал,,, при смене пароля не приходит код доступа
Добрый день! Нужны коммерческие предложения на этот год. Как можно связаться с персональным менеджером?
Добрый день! Не поучается изменить почту на актуальную. Помогите, пожалуйста, заменить почту на kirichenko.natalya@zolotoy.ru
Добрый день, подскажите, когда начисляться баллы на портале НМО? И когда будут готовы документы?
Здравствуйте! Я прошла курсы по оказанию первой помощи, загрузила сейчас документы, все ли пришло?
Ваша компания достала своим агрессивным маркетингом! Отпишите меня и никогда более ничего не присылайте!
Добрый день,подскажите пожалуйста где можно найти образец журнала регистрации и движения личных дел воспитанников
Добрый день , прошу отправить все документы УПД по ЭДО за период с 14.08.2023
Здравствуйте! Не могу зарегистрироваться на бесплатный вебинар по Клиническим рекомендациям 30 января. Помогите, пожалуйста.
Добрый день! Я сегодня утром загрузила документы, но мне прислали письмо, что их нет.
Здравствуйте. загрузила документы в октябре. у документов статус до сих пор: ожидает проверки модератором
добрый день! Скажите журнал по учёту инструктажей по действия в чрезвычайным ситуациях нужно прошивать?
Добрый день. Подскажите, пожалуйста, какой код ОКВЭД применяется перевозки сточных вод автомобильным (специализированным) транпортом?
Добрый вечер.  ПРОГРАММА Применение ФОП: изменения в ООП, взаимодействие с родителями и подготовка рабочих программ.
